userId,total_ratings,avg_rating,rating_std,last_active_days,watch_frequency,tenure_months,top_genre,top_genre_cnt,genre_affinity_score,genre_encoded,plan_tier,plan_price,plan_encoded,acq_channel,acq_encoded,churn_prob,churned,markov_state,naive_ltv,iltv,p_rejoin,duration,event
79302,142,3.852112676056338,0.7527461129878519,0.85612850657665,0.361323155216285,245.16666666666663,Action,41,28.9,0,Standard,15.49,2,paid_social,2,0.2664412276531774,1,off_service_long,56.01,41.44,0.179,4.23,1
79305,44,4.318181818181818,0.9091966111910386,0.9500640204865556,0.1119592875318066,272.06666666666666,Comedy,12,27.3,4,Standard,15.49,2,trial,3,0.5294715726233413,1,off_service_long,28.71,14.16,0.177,4.69,1
79306,114,3.8333333333333335,0.9014900808005104,0.9863810964963332,0.1450381679389313,282.53333333333336,Drama,29,25.4,7,Standard,15.49,2,trial,3,0.5457857932276011,1,off_service_long,27.87,13.33,0.175,4.87,1
79309,419,3.905727923627685,0.4614991511012882,0.337795367244791,0.0007529362717614,143.93333333333334,Comedy,119,28.4,4,Basic,9.99,1,bundle,0,0.0930598256599521,0,on_service,89.61,80.22,0.178,2.48,0
79310,32,4.046875,1.042325060745478,0.6058666045861949,0.0814249363867684,173.5,Adventure,21,65.6,1,Basic,9.99,1,organic,1,0.1627808154755716,0,on_service,57.18,47.65,0.216,2.99,0
79313,124,4.411290322580645,1.0202191441153257,0.8667209870795018,0.3155216284987277,248.2,Adventure,54,43.5,1,Standard,15.49,2,bundle,0,0.2286159754142376,0,on_service,64.82,50.15,0.194,4.28,0
79314,81,3.864197530864197,0.7071613397901694,0.203585147247119,0.2061068702290076,58.3,Drama,33,40.7,7,Standard,15.49,2,bundle,0,0.05,0,on_service,198.8,184.15,0.191,1.01,0
79319,73,2.8904109589041096,1.650434655170978,0.2460714701431731,0.0154792196776929,70.86666666666666,Action,22,30.1,0,Basic,9.99,1,paid_social,2,0.05,1,off_service_long,128.21,118.81,0.18,1.22,1
79327,95,4.205263157894737,1.030117574476448,0.175416133162612,0.2417302798982188,50.23333333333333,Action,52,54.7,0,Standard,15.49,2,organic,1,0.05,0,on_service,198.8,184.08,0.205,0.87,0
79330,25,3.52,0.5859465277082315,0.9634501222209289,0.0636132315521628,275.9,Comedy,9,36.0,4,Basic,9.99,1,paid_social,2,0.5869534820006618,0,on_service,16.73,7.31,0.186,4.76,0
79339,38,4.381578947368421,1.016314290385659,0.1441042951926434,0.0966921119592875,41.266666666666666,Drama,12,31.6,7,Basic,9.99,1,bundle,0,0.05,0,on_service,128.21,118.8,0.182,0.71,0
79344,37,3.283783783783784,1.2278059730704634,0.4658363403561867,0.094147582697201,133.4,Comedy,13,35.1,4,Basic,9.99,1,bundle,0,0.1353952809363489,0,on_service,67.06,57.64,0.185,2.3,0
79346,311,3.536977491961415,1.297422704320108,0.1290885810732161,0.7913486005089059,36.96666666666667,Action,104,33.4,0,Premium,22.99,3,organic,1,0.05,0,on_service,295.05,273.38,0.183,0.64,0
79347,50,3.78,0.7637180802642093,0.9939471539983704,0.1272264631043257,284.6333333333333,Action,19,38.0,0,Standard,15.49,2,bundle,0,0.4355444916465336,0,on_service,34.77,20.14,0.188,4.91,0
79350,308,4.275974025974026,0.767928402845241,0.5133279012920499,0.7837150127226463,147.0,Action,74,24.0,0,Premium,22.99,3,organic,1,0.05,0,on_service,295.05,273.49,0.174,2.54,0
79363,38,4.25,0.7862844544077183,0.3006634850424863,0.0966921119592875,86.1,Action,13,34.2,0,Basic,9.99,1,bundle,0,0.05,0,on_service,128.21,118.79,0.184,1.48,0
79372,23,3.891304347826087,0.4756937932958945,0.5127458968688162,0.0146310432569974,146.93333333333334,Action,14,60.9,0,Basic,9.99,1,trial,3,0.2610811958665542,1,off_service_long,36.83,27.32,0.211,2.53,1
79377,38,3.0,1.138989594902999,0.7718542660924222,0.0322307039864291,221.1,Comedy,13,34.2,4,Basic,9.99,1,bundle,0,0.4129680608807232,1,off_service_long,23.62,14.2,0.184,3.81,1
79400,122,4.024590163934426,0.8810504132263114,0.4814340588988476,0.1034775233248515,137.93333333333334,Action,55,45.1,0,Standard,15.49,2,trial,3,0.1232084854566522,0,on_service,112.38,97.71,0.195,2.38,0
79407,471,3.700636942675159,1.346618940964463,0.5248515888720754,0.0004317266867589,242.8,Comedy,167,35.5,4,Basic,9.99,1,bundle,0,0.2286654077542808,0,on_service,41.79,32.37,0.186,4.19,0
79411,373,3.189008042895442,1.2981841463722037,0.0282854149691537,0.0015713732032421,28.23333333333333,Action,112,30.0,0,Basic,9.99,1,trial,3,0.05,0,on_service,128.21,118.81,0.18,0.49,0
79413,402,3.8420398009950247,0.8433686274716714,0.5510417879175882,1.0,157.8,Action,133,33.1,0,Premium,22.99,3,organic,1,0.05,0,on_service,295.05,273.39,0.183,2.72,0
79420,54,3.796296296296296,1.0394053022041858,0.3238272610871842,0.0031954553523877,94.16666666666669,Action,21,38.9,0,Basic,9.99,1,bundle,0,0.0596640811935535,0,on_service,117.6,108.16,0.189,1.62,0
79423,25,2.92,1.441064421414486,0.5577930392270981,0.0636132315521628,159.73333333333332,Action,9,36.0,0,Basic,9.99,1,organic,1,0.192427815605597,0,on_service,49.12,39.69,0.186,2.75,0
79441,23,4.021739130434782,1.071089726204592,0.5470841578395996,0.0585241730279898,156.66666666666666,Action,7,30.4,0,Basic,9.99,1,paid_social,2,0.2676052397576847,1,off_service_long,35.97,26.57,0.18,2.7,1
79444,26,3.576923076923077,0.5038314736557788,0.9601908974508206,0.0661577608142493,274.96666666666664,Action,11,42.3,0,Basic,9.99,1,paid_social,2,0.5704738375535319,1,off_service_long,17.21,7.76,0.192,4.74,1
79449,186,3.118279569892473,1.098888503461481,0.9896403212664416,0.4732824427480916,283.4,Action,60,32.3,0,Standard,15.49,2,bundle,0,0.2704710356391075,0,on_service,55.21,40.61,0.182,4.89,0
79451,36,3.861111111111111,0.8992942559196954,0.8228378535676871,0.010178117048346,235.9,Action,13,36.1,0,Basic,9.99,1,trial,3,0.5609812243299767,1,off_service_long,17.5,8.07,0.186,4.07,1
79456,87,4.120689655172414,1.048158732324238,0.3851705272960074,0.0048124792565549,111.8,Drama,33,37.9,7,Basic,9.99,1,trial,3,0.2099301822085285,0,on_service,45.3,35.86,0.188,1.93,0
79467,63,4.134920634920635,0.562299062363681,0.1478291235013386,0.1603053435114503,42.333333333333336,Drama,32,50.8,7,Standard,15.49,2,organic,1,0.05,1,off_service_recent,198.8,184.1,0.201,0.73,1
79470,63,3.873015873015873,0.8705219697078205,1.0,0.1603053435114503,287.96666666666664,Action,21,33.3,0,Standard,15.49,2,bundle,0,0.4332473282442748,0,on_service,34.95,20.35,0.183,4.97,0
79474,402,3.6218905472636815,0.8334158344293111,0.6473053195204284,0.0352724401158199,186.33333333333331,Action,107,26.6,0,Basic,9.99,1,paid_social,2,0.3670080355584327,0,on_service,26.5,17.11,0.177,3.21,0
79479,30,4.05,0.6740254778771989,0.4297520661157025,0.0002958754955914,131.63333333333333,Comedy,8,26.7,4,Basic,9.99,1,organic,1,0.1402537151447663,0,on_service,65.09,55.71,0.177,2.27,0
79488,99,3.48989898989899,1.2079240878208135,0.4260272378070073,0.2519083969465648,122.0,Comedy,45,45.5,4,Standard,15.49,2,bundle,0,0.05,0,on_service,198.8,184.12,0.196,2.1,0
79504,24,3.2916666666666665,0.5500329370901873,0.9913863345361424,0.0610687022900763,283.9,Action,11,45.8,0,Basic,9.99,1,bundle,0,0.5509747164838757,1,off_service_long,17.81,8.34,0.196,4.9,1
79515,37,3.5405405405405403,1.303725316046175,0.3948318007216855,0.001120804555919,115.86666666666666,Action,15,40.5,0,Basic,9.99,1,trial,3,0.2143050382993889,1,off_service_long,44.43,34.99,0.19,2.0,1
79520,101,3.01980198019802,1.0196097098380537,0.7183098591549296,0.2569974554707379,205.7,Comedy,30,29.7,4,Standard,15.49,2,paid_social,2,0.2067491595885746,1,off_service_long,71.25,56.67,0.18,3.55,1
79524,156,3.701923076923077,0.5104673575038106,0.3069491328134094,0.0002827254735651,134.66666666666666,Comedy,44,28.2,4,Basic,9.99,1,trial,3,0.1690179435139449,1,off_service_long,55.29,45.9,0.178,2.32,1
79541,52,3.2115384615384617,0.7498114393433429,0.9845186823419858,0.0012846167148397,285.3666666666667,Action,25,48.1,0,Basic,9.99,1,organic,1,0.5407726375161689,1,off_service_long,18.14,8.67,0.198,4.92,1
79546,163,4.159509202453988,0.6423950206602732,0.6084274240484228,0.4147582697201017,174.23333333333332,Comedy,42,25.8,4,Standard,15.49,2,organic,1,0.05,0,on_service,198.8,184.25,0.176,3.01,0
79551,80,3.05625,1.1746094152870614,0.14387149342335,0.2035623409669211,41.2,Comedy,22,27.5,4,Standard,15.49,2,paid_social,2,0.05,0,on_service,198.8,184.24,0.178,0.71,0
79572,61,4.188524590163935,0.9316827715940902,0.5456873472238389,0.0221737549981824,156.46666666666667,Action,30,49.2,0,Basic,9.99,1,paid_social,2,0.2470630002799799,0,on_service,38.83,29.35,0.199,2.7,0
79573,64,3.8125,0.8333333333333334,0.9892911186125014,0.1628498727735369,283.3,Action,32,50.0,0,Standard,15.49,2,trial,3,0.4900079585032326,0,on_service,30.98,16.28,0.2,4.89,0
79576,582,3.624570446735395,0.942146305125204,0.617623093935514,0.0370229007633587,178.2,Action,216,37.1,0,Basic,9.99,1,trial,3,0.3813870247667318,0,on_service,25.52,16.09,0.187,3.07,0
79587,60,4.0,0.7421909846037735,0.1182632988010708,0.1526717557251908,33.86666666666667,Action,21,35.0,0,Standard,15.49,2,bundle,0,0.05,0,on_service,198.8,184.19,0.185,0.58,0
79588,55,4.218181818181818,0.9942596182849776,0.9628681177976952,0.1399491094147582,275.7333333333333,Comedy,17,30.9,4,Standard,15.49,2,organic,1,0.3885199395307771,0,on_service,38.87,24.29,0.181,4.76,0
79595,577,3.235701906412478,0.9717757771142176,0.7163310441159353,0.004751434900401,215.4333333333333,Action,189,32.8,0,Basic,9.99,1,bundle,0,0.3850891178425477,0,on_service,25.29,15.87,0.183,3.72,0
79596,603,3.470978441127695,0.7062160205211685,0.5311372366429985,0.0051488293457656,162.03333333333333,Action,202,33.5,0,Basic,9.99,1,paid_social,2,0.275335374641516,0,on_service,35.0,25.58,0.184,2.79,0
79599,33,4.196969696969697,0.5986885920936112,0.1709928995460365,0.0839694656488549,48.96666666666667,Action,23,69.7,0,Basic,9.99,1,organic,1,0.05,0,on_service,128.21,118.68,0.22,0.84,0
79601,38,3.947368421052632,0.836575013067765,0.8454196251891515,0.0966921119592875,242.1,Drama,11,28.9,7,Basic,9.99,1,organic,1,0.4201896441716775,0,on_service,23.22,13.83,0.179,4.18,0
79605,22,3.113636363636364,0.9872016509138848,0.526714003026423,0.0559796437659033,150.83333333333334,Action,9,40.9,0,Basic,9.99,1,paid_social,2,0.2315813805381868,1,off_service_long,41.29,31.85,0.191,2.6,1
79611,76,3.7434210526315783,1.2369139583458817,0.644511698288907,0.193384223918575,184.56666666666663,Comedy,29,38.2,4,Standard,15.49,2,trial,3,0.222517246671838,1,off_service_long,66.49,51.86,0.188,3.18,1
79612,21,3.2142857142857144,0.4891683905218266,0.2946106390408567,0.0534351145038167,84.36666666666666,Comedy,8,38.1,4,Basic,9.99,1,trial,3,0.1127709539807769,0,on_service,77.74,68.31,0.188,1.46,0
79613,1048,2.9384541984732824,1.1101168424188057,0.2497962984518682,0.0012182122734886,144.5,Action,307,29.3,0,Basic,9.99,1,trial,3,0.1206279326247502,0,on_service,73.72,64.33,0.179,2.49,0
79624,48,4.3125,0.7761402044870996,0.8500756605750204,0.1221374045801526,243.4333333333333,Comedy,16,33.3,4,Standard,15.49,2,paid_social,2,0.37239182616994,0,on_service,40.51,25.91,0.183,4.2,0
79632,148,3.277027027027027,1.1712017547310023,0.8071237341403794,0.034235484617164,231.5,Action,89,60.1,0,Basic,9.99,1,trial,3,0.4883812450037216,0,on_service,20.04,10.53,0.21,3.99,0
79645,25,3.9,1.1989578808281802,0.5130950995227563,0.0636132315521628,146.93333333333334,Action,15,60.0,0,Basic,9.99,1,paid_social,2,0.1786694638421236,1,off_service_long,52.58,43.07,0.21,2.53,1
79656,317,3.263406940063092,1.1212215316859733,0.6456757071353743,0.0011572679714224,208.1,Action,117,36.9,0,Basic,9.99,1,trial,3,0.4221619317225882,0,on_service,23.12,13.69,0.187,3.59,0
79662,54,3.2777777777777777,0.9598873099477574,0.982772669072285,0.1374045801526717,281.43333333333334,Comedy,19,35.2,4,Standard,15.49,2,paid_social,2,0.4671158451814921,0,on_service,32.47,17.85,0.185,4.85,0
79663,57,2.8421052631578947,1.2647624520637764,0.8196950296822256,0.1450381679389313,234.7333333333333,Comedy,22,38.6,4,Standard,15.49,2,paid_social,2,0.3260369397763149,0,on_service,46.09,31.46,0.189,4.05,0
79670,787,3.3481575603557814,1.0997367418395183,0.7595157723198697,0.2225049476957873,217.76666666666668,Comedy,217,27.6,4,Standard,15.49,2,paid_social,2,0.2611601440080021,0,on_service,57.09,42.53,0.178,3.76,0
79680,189,3.1375661375661377,1.0478531254256285,0.0225817716214643,0.4809160305343511,6.466666666666667,Comedy,59,31.2,4,Standard,15.49,2,organic,1,0.05,0,on_service,198.8,184.21,0.181,0.11,0
79693,91,4.1923076923076925,0.8968129706206888,0.4582702828541496,0.2315521628498727,131.23333333333332,Drama,25,27.5,7,Standard,15.49,2,paid_social,2,0.05,0,on_service,198.8,184.24,0.178,2.26,0
79697,85,3.0176470588235293,1.285095556071724,0.5115818880223489,0.000534037005623,159.96666666666667,Comedy,24,28.2,4,Basic,9.99,1,organic,1,0.2025984919150676,0,on_service,46.83,37.44,0.178,2.76,0
79704,26,3.269230769230769,0.7775701798650618,0.9649633337213362,0.0661577608142493,276.3333333333333,Comedy,10,38.5,4,Basic,9.99,1,trial,3,0.6418917865699443,0,on_service,15.32,5.89,0.188,4.77,0
79705,277,3.907942238267148,0.7170352786679278,0.4700267722034687,0.3524173027989822,134.66666666666666,Action,77,27.8,0,Standard,15.49,2,paid_social,2,0.05,0,on_service,198.8,184.24,0.178,2.32,0
79706,189,4.142857142857143,0.9815935186553852,0.8386683738796414,0.4809160305343511,240.16666666666663,Comedy,79,41.8,4,Standard,15.49,2,bundle,0,0.1268766838365375,1,off_service_long,109.73,95.08,0.192,4.14,1
79716,310,2.964516129032258,0.9538029442045756,0.1179140961471307,0.7888040712468194,33.766666666666666,Action,200,64.5,0,Premium,22.99,3,organic,1,0.05,0,on_service,295.05,273.14,0.214,0.58,0
79717,20,4.1,0.9119095061289916,0.7089977883831917,0.0508905852417302,203.03333333333333,Drama,6,30.0,7,Basic,9.99,1,bundle,0,0.3617529380856882,0,on_service,26.87,17.47,0.18,3.5,0
79718,28,3.642857142857143,0.731020885058378,0.9632173204516354,0.0712468193384223,275.8333333333333,Comedy,11,39.3,4,Basic,9.99,1,trial,3,0.6363504466920972,1,off_service_long,15.46,6.02,0.189,4.76,1
79729,191,3.193717277486911,0.905632842802797,0.7187754626935164,0.4860050890585242,205.83333333333331,Comedy,123,64.4,4,Standard,15.49,2,organic,1,0.05,0,on_service,198.8,184.03,0.214,3.55,0
79746,40,3.3,0.9391758525703702,0.994529158421604,0.1017811704834605,284.8,Action,16,40.0,0,Standard,15.49,2,trial,3,0.5447327414955531,0,on_service,27.92,13.28,0.19,4.91,0
79760,175,4.28,0.666436741960167,0.4565242695844488,0.0038059198364541,134.6,Action,59,33.7,0,Basic,9.99,1,trial,3,0.275916455749332,0,on_service,34.93,25.51,0.184,2.32,0
79761,26,2.75,1.3209844813622906,0.2415318356419508,0.0661577608142493,69.16666666666667,Drama,7,26.9,7,Basic,9.99,1,paid_social,2,0.05,1,off_service_long,128.21,118.83,0.177,1.19,1
79776,602,3.245016611295681,0.9378437138832678,0.0046560353858689,0.0070266358521838,8.566666666666666,Action,321,53.3,0,Basic,9.99,1,paid_social,2,0.05,0,on_service,128.21,118.72,0.203,0.15,0
79784,20,3.6,0.7539370349250518,0.9884763124199744,0.0508905852417302,283.06666666666666,Action,8,40.0,0,Basic,9.99,1,paid_social,2,0.6053357573151145,0,on_service,16.24,6.79,0.19,4.88,0
79787,45,3.7888888888888888,1.1603726325903445,0.1706436968920963,0.0190839694656488,49.06666666666667,Action,23,51.1,0,Basic,9.99,1,organic,1,0.05,0,on_service,128.21,118.73,0.201,0.85,0
79791,100,4.33,0.8710263306507264,0.4465137935048306,0.0013828963380904,134.0,Comedy,36,36.0,4,Basic,9.99,1,paid_social,2,0.2045195866348192,0,on_service,46.42,36.99,0.186,2.31,0
79803,25,4.28,0.9797958971132712,0.7905948085205448,0.0636132315521628,226.4,Comedy,13,52.0,4,Basic,9.99,1,trial,3,0.4766692310403544,1,off_service_long,20.53,11.04,0.202,3.9,1
79810,210,3.557142857142857,0.911946983145595,0.8465836340356186,0.0232326584799203,243.16666666666663,Action,90,42.9,0,Basic,9.99,1,trial,3,0.5598505779885348,0,on_service,17.53,8.08,0.193,4.19,0
79812,24,3.8333333333333335,0.8681147322824312,0.9938307531137236,0.0610687022900763,284.6,Comedy,6,25.0,4,Basic,9.99,1,bundle,0,0.5945302513459407,1,off_service_long,16.53,7.15,0.175,4.91,1
79814,44,4.113636363636363,1.082974136797604,0.977767431032476,0.1119592875318066,280.0,Action,18,40.9,0,Standard,15.49,2,trial,3,0.5244343010600774,1,off_service_long,28.98,14.34,0.191,4.83,1
79820,179,3.7849162011173183,0.6247213929272737,0.5045978349435456,0.1138676844783715,144.63333333333333,Action,86,48.0,0,Standard,15.49,2,trial,3,0.1307444257156508,0,on_service,107.06,92.37,0.198,2.49,0
79826,92,4.195652173913044,0.7521270998912529,0.0026772203468746,0.2340966921119593,0.7666666666666667,Action,52,56.5,0,Standard,15.49,2,trial,3,0.05,0,on_service,198.8,184.07,0.206,0.01,0
79833,236,4.190677966101695,0.4677674068559037,0.1023163776044698,0.0019753582429355,39.43333333333333,Action,88,37.3,0,Basic,9.99,1,trial,3,0.05,0,on_service,128.21,118.78,0.187,0.68,0
79835,97,3.597938144329897,1.2963072055396514,0.396694214876033,0.0003582283576522,136.56666666666666,Action,37,38.1,0,Basic,9.99,1,paid_social,2,0.1609762577220003,1,off_service_long,57.75,48.31,0.188,2.36,1
79848,358,3.516759776536313,0.9339525377080282,0.1481783261552788,0.0364376590330788,43.23333333333333,Action,113,31.6,0,Basic,9.99,1,paid_social,2,0.05,0,on_service,128.21,118.8,0.182,0.75,0
79854,20,4.45,0.7591546545162481,0.9941799557676638,0.0508905852417302,284.7,Adventure,7,35.0,1,Basic,9.99,1,trial,3,0.679898671993266,1,off_service_long,14.48,5.06,0.185,4.91,1
79856,637,3.1444270015698588,0.9831222850926888,0.877546269351647,0.0064065815808265,259.7,Comedy,165,25.9,4,Basic,9.99,1,organic,1,0.4970337246909045,0,on_service,19.7,10.32,0.176,4.48,0
79857,36,3.75,1.02469507659596,0.3841229193341869,0.0916030534351145,110.0,Comedy,15,41.7,4,Basic,9.99,1,organic,1,0.05,0,on_service,128.21,118.76,0.192,1.9,0
79858,26,3.5384615384615383,1.3032503744336843,0.9732277965312536,0.0661577608142493,278.7,Comedy,10,38.5,4,Basic,9.99,1,paid_social,2,0.5885033568178782,0,on_service,16.69,7.25,0.188,4.81,0
79862,118,4.016949152542373,0.9243436187898774,0.6648818531020836,0.3002544529262086,190.4,Action,40,33.9,0,Standard,15.49,2,organic,1,0.0639782560185625,0,on_service,175.65,161.05,0.184,3.28,0
79868,22,3.090909090909091,1.6303400436745266,0.9068792922826212,0.0559796437659033,259.7,Comedy,9,40.9,4,Basic,9.99,1,paid_social,2,0.5357136119431455,1,off_service_long,18.31,8.86,0.191,4.48,1
79880,2083,3.493999039846376,1.0910021893362292,0.0043068327319287,0.0007679302307919,231.3,Drama,588,48.1,7,Basic,9.99,1,paid_social,2,0.05,0,on_service,128.21,118.74,0.198,3.99,0
79885,87,3.586206896551724,0.9345030284511884,0.989058316843208,0.2213740458015267,283.2333333333333,Action,25,28.7,0,Standard,15.49,2,trial,3,0.5031596305738031,0,on_service,30.19,15.62,0.179,4.89,0
79891,386,4.248704663212435,0.5162913511796158,0.0301478291235013,0.0009052426683552,44.766666666666666,Drama,107,27.7,7,Basic,9.99,1,trial,3,0.05,0,on_service,128.21,118.82,0.178,0.77,0
79912,306,2.8366013071895426,1.126186173001862,0.4494238156209987,0.0058986814712005,133.1,Action,115,37.6,0,Basic,9.99,1,paid_social,2,0.2013897117611987,1,off_service_long,47.09,37.66,0.188,2.3,1
79914,28,2.75,1.5485955405295944,0.1136072634152019,0.0712468193384223,32.53333333333333,Adventure,13,46.4,1,Basic,9.99,1,organic,1,0.05,0,on_service,128.21,118.74,0.196,0.56,0
79923,173,3.3439306358381504,1.0322872751402363,0.4461645908508904,0.0005042423394512,156.86666666666667,Action,82,47.4,0,Basic,9.99,1,paid_social,2,0.1818795515109867,0,on_service,51.73,42.26,0.197,2.71,0
79928,70,3.407142857142857,1.2605866392074128,0.6703526946804795,0.178117048346056,191.96666666666667,Comedy,22,31.4,4,Standard,15.49,2,paid_social,2,0.2044236315713556,0,on_service,72.0,57.42,0.181,3.31,0
79929,44,3.647727272727273,0.6610381674107664,0.622628331975323,0.0044783715012722,179.13333333333333,Action,16,36.4,0,Basic,9.99,1,paid_social,2,0.3430634798296222,0,on_service,28.29,18.87,0.186,3.09,0
79931,357,3.7142857142857135,0.9200591438871748,0.0756605750203701,0.007968394268113,25.433333333333334,Action,144,40.3,0,Basic,9.99,1,trial,3,0.05,0,on_service,128.21,118.77,0.19,0.44,0
79934,137,3.558394160583941,1.6439122246393183,0.0785705971365382,0.0268154237619886,22.933333333333334,Action,106,77.4,0,Basic,9.99,1,paid_social,2,0.05,0,on_service,128.21,118.66,0.227,0.4,0
79941,85,4.08235294117647,1.1973359784864697,0.9721801885694332,0.0009570132180413,285.93333333333334,Drama,28,32.9,7,Basic,9.99,1,trial,3,0.6914656442465258,1,off_service_long,14.24,4.83,0.183,4.93,1
79948,362,3.747237569060773,1.0527924055680566,0.4527994412757537,0.921119592875318,129.7,Action,136,37.6,0,Premium,22.99,3,paid_social,2,0.05,0,on_service,295.05,273.34,0.188,2.24,0
79956,46,3.0434782608695654,1.053175552299498,0.9949947619601908,0.1170483460559796,284.93333333333334,Action,18,39.1,0,Standard,15.49,2,bundle,0,0.4392716365401628,0,on_service,34.48,19.84,0.189,4.91,0
79967,1306,3.0723583460949464,1.203574540824577,0.0959143289489,0.0128307151207914,36.1,Action,323,26.4,0,Basic,9.99,1,paid_social,2,0.05,0,on_service,128.21,118.83,0.176,0.62,0
79971,34,2.794117647058824,1.54781197990379,0.1527179606565009,0.0086513994910941,44.06666666666667,Action,25,73.5,0,Basic,9.99,1,paid_social,2,0.05,0,on_service,128.21,118.67,0.223,0.76,0
79973,74,4.405405405405405,0.738731213634417,0.8315679199161914,0.0094147582697201,238.8,Drama,28,37.8,7,Basic,9.99,1,paid_social,2,0.5049469567980931,0,on_service,19.4,9.97,0.188,4.12,0
79980,410,3.907317073170732,0.6224764187371543,0.0002328017692934,0.0007826384076935,44.46666666666667,Action,197,48.0,0,Basic,9.99,1,paid_social,2,0.05,0,on_service,128.21,118.74,0.198,0.77,0
79985,38,3.526315789473684,0.8297457150451856,0.9959259690373646,0.0966921119592875,285.2,Action,12,31.6,0,Basic,9.99,1,organic,1,0.5351947192502479,0,on_service,18.32,8.92,0.182,4.92,0
80004,254,3.9291338582677167,1.0589808088689066,0.4723547898964032,0.3231552162849873,135.33333333333334,Action,91,35.8,0,Standard,15.49,2,paid_social,2,0.05,0,on_service,198.8,184.18,0.186,2.33,0
80005,44,3.0454545454545454,0.7138023130194253,0.9990687929228262,0.1119592875318066,286.1,Action,16,36.4,0,Standard,15.49,2,paid_social,2,0.4904753905723577,0,on_service,30.95,16.33,0.186,4.93,0
80018,58,3.8620689655172415,1.8656476779708997,0.0557560237457804,0.0491942324003392,16.066666666666666,Action,23,39.7,0,Basic,9.99,1,trial,3,0.05,0,on_service,128.21,118.77,0.19,0.28,0
80026,115,3.795652173913044,0.627916536015236,0.190548248166686,0.2926208651399491,54.56666666666667,Comedy,46,40.0,4,Standard,15.49,2,paid_social,2,0.05,0,on_service,198.8,184.16,0.19,0.94,0
80030,40,3.525,1.1319939294935537,0.9925503433826096,0.1017811704834605,284.2333333333333,Action,15,37.5,0,Standard,15.49,2,trial,3,0.5481496894643575,1,off_service_long,27.75,13.13,0.188,4.9,1
80054,38,3.657894736842105,1.2363047772024955,0.7827959492492143,0.0966921119592875,224.16666666666663,Comedy,11,28.9,4,Basic,9.99,1,trial,3,0.5000907034197276,1,off_service_long,19.58,10.19,0.179,3.87,1
80059,22,4.204545454545454,1.0078157771600127,0.0310790362006751,0.0559796437659033,8.9,Action,17,77.3,0,Basic,9.99,1,paid_social,2,0.05,0,on_service,128.21,118.66,0.227,0.15,0
80073,76,3.5328947368421053,0.8340084984210872,0.0697241299033872,0.000147284252794,63.73333333333333,Action,26,34.2,0,Basic,9.99,1,bundle,0,0.05,0,on_service,128.21,118.79,0.184,1.1,0
80082,26,3.8846153846153846,1.1428708790383304,0.9862646956116866,0.0661577608142493,282.43333333333334,Comedy,8,30.8,4,Basic,9.99,1,bundle,0,0.5743328760822246,1,off_service_long,17.1,7.69,0.181,4.87,1
80084,117,4.837606837606837,0.4905532583351063,0.9747410080316612,0.2977099236641221,279.1333333333333,Drama,48,41.0,7,Standard,15.49,2,trial,3,0.4289378445932679,0,on_service,35.29,20.64,0.191,4.81,0
80090,94,3.2074468085106385,1.3042724962415142,0.029449423815621,0.2391857506361323,8.433333333333334,Action,28,29.8,0,Standard,15.49,2,bundle,0,0.05,0,on_service,198.8,184.22,0.18,0.15,0
80113,122,3.540983606557377,1.061322588138343,0.9796298451868234,0.3104325699745547,280.53333333333336,Action,39,32.0,0,Standard,15.49,2,paid_social,2,0.3844875911621814,1,off_service_long,39.27,24.68,0.182,4.84,1
80114,99,3.6666666666666665,0.9999999999999998,0.8286578978000233,0.0279898218829516,237.56666666666663,Comedy,33,33.3,4,Basic,9.99,1,trial,3,0.5623314072985428,0,on_service,17.45,8.04,0.183,4.1,0
80116,20,3.45,0.5104177855340405,0.970550576184379,0.0072700836059614,278.1333333333333,Action,10,50.0,0,Basic,9.99,1,bundle,0,0.5528054191445226,1,off_service_long,17.75,8.27,0.2,4.8,1
80125,36,3.333333333333333,1.1212238211627763,0.838901175648935,0.0013672097527629,242.4333333333333,Comedy,12,33.3,4,Basic,9.99,1,bundle,0,0.4838373356427666,1,off_service_long,20.23,10.81,0.183,4.18,1
80128,76,4.276315789473684,0.7762934876368398,0.1030147829123501,0.193384223918575,29.5,Action,33,43.4,0,Standard,15.49,2,organic,1,0.05,1,off_service_recent,198.8,184.14,0.193,0.51,1
80140,91,4.576923076923077,0.4404737154667623,0.0293330229309742,0.2315521628498727,8.4,Action,54,59.3,0,Standard,15.49,2,organic,1,0.05,0,on_service,198.8,184.06,0.209,0.14,0
80145,107,2.4626168224299065,1.1152902460444472,0.4233500174601327,0.000269036196683,154.96666666666667,Comedy,34,31.8,4,Basic,9.99,1,trial,3,0.2549454958697646,1,off_service_long,37.68,28.27,0.182,2.67,1
80147,21,3.142857142857143,1.3522468075656264,0.48632289605401,0.0534351145038167,139.26666666666668,Action,9,42.9,0,Basic,9.99,1,trial,3,0.2565407595912996,0,on_service,37.46,28.0,0.193,2.4,0
80152,261,4.300766283524904,0.6783459712454846,0.1543475730415551,0.0002361743020642,137.9,Action,121,46.4,0,Basic,9.99,1,trial,3,0.05,0,on_service,128.21,118.74,0.196,2.38,0
80165,301,3.948504983388705,1.0558595664868264,0.1247817483412874,0.095737913486005,35.96666666666667,Comedy,92,30.6,4,Basic,9.99,1,trial,3,0.05,0,on_service,128.21,118.81,0.181,0.62,0
